,smiles,mp,db,db_index,train/test
187,NC1(CCOCC1)C1=CC=C(Br)C=C1,359.15,Enamine,13836,True
189,CCS(=O)(=O)CCOC1=CC=C(C=C1)S(Cl)(=O)=O,366.15,Enamine,15709,True
192,COC1=C(C=C(Br)C=C1)C(=O)C(O)=O,411.15,Enamine,18233,True
193,CC1=C(CCNC(=O)CCl)C=CC=C1,342.15,Enamine,9424,True
197,CC1=NC(Cl)=C(C(N)=O)C(C)=C1,446.15,Enamine,7185,True
199,CCOC(=O)C1=C(N)SC(CC)=C1,343.15,Enamine,1023,True
200,NC1=C(Cl)C(=CC(=C1)C#N)[N+]([O-])=O,479.15,Enamine,4346,True
203,CC1=C(C)C2=C(NC(CCC(O)=O)=NC2=O)S1,523.15,Enamine,14899,True
205,NC1CCCC2=C1SC(=N2)C1=CC=C(F)C=C1,328.15,Enamine,17938,True
206,COC(OC)(OC)C1=CC2=C(C=CC=C2)C(=O)N1,405.15,Enamine,8259,True
210,CN(C)S(=O)(=O)C1=CC(C(O)=O)=C(Br)C=C1,448.15,Enamine,4653,True
211,O=C1CC(C(=O)O1)C1=CC=CC=C1,326.15,Enamine,9253,True
214,CC(C)(O)C1=CN=C(Cl)N=C1,372.15,Enamine,5795,True
219,OC(=O)C1=CC2=C(C=C1)C(=O)N(C1CCS(=O)(=O)C1)C2=O,513.15,Enamine,3475,True
221,CCOC1=C2OCC(=CC2=CC=C1)C(O)=O,493.15,Enamine,12287,True
222,NC1=NC(C2CC2)=C(S1)C(O)=O,373.15,Enamine,6022,True
223,NC(=S)C1=NC=C(N)S1,465.15,Enamine,6517,True
224,CC(C)(C)NC1=C(C=C(C=C1)C(O)=O)S(=O)(=O)NC(C)(C)C,517.15,Enamine,3796,True
225,CC1=C(N=C(N)S1)C1=C(C)C=CC(C)=C1,366.15,Enamine,2701,True
227,CCC(=O)C1=C(C)N(CCS(C)(=O)=O)N=C1C,428.15,Enamine,7486,True
229,COC1=C(C=C(C=C1)C(O)=O)S(Cl)(=O)=O,427.15,Enamine,2581,True
236,[O-][N+](=O)C1=C2CNCCC2=C(Br)C=C1,355.15,Enamine,16531,True
238,NC1=CC(=O)NN1,478.15,Enamine,11062,True
240,NC1=NC(=CS1)C1=CC2=C(OCO2)C=C1,451.15,Enamine,842,True
247,OC(=O)C1=CC=C(C=C1)S(=O)(=O)C(F)(F)F,518.15,Enamine,10790,True
249,NC(=O)NC(=O)CCCl,445.15,Enamine,9719,True
250,CC(Cl)C(=O)NNC(C)=O,430.15,Enamine,7509,True
254,CC1=C(C=NO1)C(=O)NC1=CC(=C(N)C=C1)C(F)(F)F,470.15,Enamine,13795,True
255,CC(C)C(Cl)C(O)=O,307.15,Enamine,13468,True
256,OC(=O)CNC(=O)C1=CC=C(C=C1)C#N,467.15,Enamine,17146,True
260,ClCC(=O)NCCOC1=CC2=C(OCO2)C=C1,349.15,Enamine,13433,True
262,CC(C)C1=CC=C(CCC(N)=O)C=C1,416.15,Enamine,19756,True
263,OC(=O)C1=CC2=C(C=CC=C2)C(=O)N1,592.15,Enamine,6634,True
267,CNC1CCC(CC1)NC(=O)OC(C)(C)C,346.15,Enamine,22002,True
269,BrC1=CN2C=CN=C2C(Br)=N1,426.15,Enamine,3349,True
271,ClC1=NC=C(C=O)C=N1,392.15,Enamine,4044,True
272,CC(C)C1=NC(=NN1C1=C(Cl)C=CC=C1Cl)C(O)=O,453.15,Enamine,17613,True
274,CC(NC1=C(C)C=C(C=C1)C(O)=O)C1=C(C)C=CC(C)=C1,485.15,Enamine,20487,True
275,CN1C=C(CCC(O)=O)C2=C1C=CC=C2,397.15,Enamine,4107,True
279,ClC1=CC=C(C=C1)C1=NC(=CS1)S(Cl)(=O)=O,367.15,Enamine,18299,True
280,OC(=O)CCCN1C(=O)OC2=C1C=CC=C2,415.15,Enamine,2909,True
284,CNCC1=CC(O)=C(OC)C=C1,415.15,Enamine,14122,True
285,CC1=C(C=CC(N)=C1)N1CCCC1=O,433.15,Enamine,10021,True
286,OC(=O)C1=C(O)C=C(NS(=O)(=O)C2=CC(=C(Cl)C=C2)[N+]([O-])=O)C=C1,516.15,Enamine,141,True
287,COC(=O)C1=C(F)C=CC=N1,355.15,Enamine,4514,True
289,CC(C)C1=C(OC(C)C(O)=O)C=C(C)C=C1,335.15,Enamine,13211,True
290,NC1=C(NC(=O)C2=CC=CC=C2)C=CC=C1,423.15,Enamine,10935,True
291,CCC1=NN=C(O1)C1=CC=C(N)C=C1,411.15,Enamine,21717,True
292,COC1=CC(C2=CC(=NO2)C(O)=O)=C(OC)C=C1,466.15,Enamine,15887,True
294,CNC1=C(N=CC=C1)N1CCCC1,379.15,Enamine,3156,True
295,OC(=O)CNC(=O)CC1CCCC1,372.15,Enamine,16523,True
297,NC(=O)CNS(=O)(=O)C1=CNC(=C1)C(O)=O,513.15,Enamine,20794,True
299,O=C(CC1CCCCC1)NC1=C2CCCNC2=CC=C1,466.15,Enamine,18794,True
300,CC(N)C1=CC=C(NC(=O)NC2CC2)C=C1,416.15,Enamine,12478,True
302,CC(=O)NC1=CC=C(SCC(O)=O)C=C1,430.15,Enamine,2407,True
304,OC(=O)C12CCC(=O)N1C1=C(C=CC=C1)C(=O)N2C1CC1,290.15,Enamine,8194,True
306,CC1=C(C=C(C(F)=C1)S(Cl)(=O)=O)[N+]([O-])=O,338.15,Enamine,19666,False
307,CN1C(C)=NN=C1C1=CC=C(C=C1)C(O)=O,543.15,Enamine,5156,True
309,OC(=O)CCCOC1=C2C=CC=CC2=CC=C1,390.15,Enamine,12244,True
310,OC(=O)C1=NN(C=C1)C1=CC(Cl)=C(Cl)C=C1,465.15,Enamine,18339,True
312,O=C1OC=CC2=C1N=CC=C2,431.15,Enamine,18111,True
316,CCOC(=O)C1=NNC(=C1)C12CC3CC(CC(C3)C1)C2,466.15,Enamine,7519,True
320,CC(C)(C)OC(=O)NC1=CC(O)=C(C=C1)C(O)=O,432.15,Enamine,20591,True
321,CC(C)(C)OC(=O)N1CCC(O)(C1)C(F)(F)F,376.15,Enamine,21087,True
324,CS(=O)(=O)C1=CC=C(OCCN)C=C1,337.15,Enamine,18131,False
325,CC1=NC(N)=C(C=C1)C#N,443.15,Enamine,5730,True
326,O=C1COC2=C(N1)C=NC=C2,542.15,Enamine,3616,False
327,COC(=O)C1=CC=C(C=C1)S(Cl)(=O)=O,340.65,Enamine,8958,True
332,OC(=O)C(OC1=C(F)C=C(Br)C=C1)C1=CC=CC=C1,378.15,Enamine,18357,True
335,CC1=CC=C(OC2CCNCC2)C=C1,318.15,Enamine,19826,False
336,COC1=C(C=C(Br)C=C1)C(=O)CBr,366.15,Enamine,16755,True
343,CC1(NC(=O)NC1=O)C1=CC=CO1,453.15,Enamine,8945,True
344,NC(=O)N1CCC(=CC1)C1=CNC2=C1C=CC=C2,473.15,Enamine,10086,True
346,CC1=CC(C)=C(C=C1)C(N)CN1C=CN=C1,353.15,Enamine,5374,True
350,OC(=O)C1=CC=C(O1)C1=C(Cl)C=CC=C1,484.15,Enamine,6379,False
351,COC1=C(O)C=CC=N1,338.15,Enamine,7433,True
353,CCOC1=C(C=O)C=C2OC(C)CC2=C1,349.15,Enamine,3545,True
354,CC1=C(C)C(=CC=C1)C1(CCCN1)C(F)(F)F,319.15,Enamine,4225,True
355,C1COC2=C(N1)C=CC=N2,385.15,Enamine,3125,True
356,SC1=NN=C(O1)C1COC2=C(O1)C=CC=C2,426.15,Enamine,1081,True
358,COC(=O)C1=CC=C(C=C1)S(C)(=O)=O,390.15,Enamine,17874,True
359,OC(=O)C1=CC(NC2=NC=CC=N2)=CC=C1,544.15,Enamine,10712,True
361,OC(=O)C1=CN2C(C=C1)=NN=C2C1CC1,564.15,Enamine,4072,True
364,OC(=O)C1=C2C=CC=CC2=NC(=C1)C1=CC=C(C=C1)C1=CC=CC=C1,563.15,Enamine,346,True
365,COC(=O)C1=CC(Cl)=CC(N)=C1,369.15,Enamine,19551,True
368,O=C1NC(CC#N)=NC2=C1C(=CS2)C1CC1,558.15,Enamine,11109,True
369,CNS(=O)(=O)N1CCC2=C(C1)C=CC=C2,362.15,Enamine,16745,True
371,FC1=CN=C(C=C1)C(=O)C1=CC=CC=C1,316.15,Enamine,6795,True
374,CCOC1=NN=C(N1C1=CC=CC=C1)C1=CC=CC=C1,428.15,Enamine,11709,True
376,FC(F)(F)COC(=O)NC1=NN=CS1,487.15,Enamine,14353,False
377,CNC1=NC=NC(Cl)=C1,412.15,Enamine,19743,True
378,NC(=O)CSC1=C(NC(=O)CCl)C=CC=C1,403.15,Enamine,8172,True
379,CC1=CC(COC2=C(Br)C=C(C=C2)C(O)=O)=NO1,474.15,Enamine,15351,True
380,CC(C)C(NC(N)=O)C(O)=O,478.15,Enamine,1406,True
381,CS(=O)(=O)NC1=CC(O)=C(C=C1)C(O)=O,501.15,Enamine,14949,True
383,COC1=CC=C(C=C1)S(=O)(=O)NC(CCC(N)=O)C(O)=O,445.15,Enamine,263,True
384,CC(C)(C)OC(=O)NC1=NC=C(N)C=C1,431.15,Enamine,17203,False
388,FC1=CC(C(=O)C2=C(Cl)C=CC=C2)=C(F)C=C1,341.15,Enamine,21069,True
392,ClS(=O)(=O)N1CCOC1=O,368.15,Enamine,11217,True
394,OC1=C(C=NNC(=O)C2=CC=NC=C2)C2=C(C=CC=C2)C=C1,540.15,Enamine,14844,True
395,NC1=NN=C(CCC2=CC=CC=C2)O1,469.15,Enamine,16446,True
399,CC1=NC2=C(C=NN2C(C)=C1)C(O)=O,450.15,Enamine,10499,True
401,COC1=CN(N=C1C(O)=O)C1=CC=CC=C1,419.15,Enamine,7762,True
402,CC(C)(C)CC1=NOC2=C1C(=CC(=N2)C1CC1)C(O)=O,438.15,Enamine,12189,True
405,CCN1C=CN=C(N)C1=O,393.15,Enamine,6874,True
407,NCCCCC1=CNN=C1,346.15,Enamine,21401,True
409,OC(=O)C1=C2C(ON=C2C2=CC=CC=C2)=NC(=C1)C1CC1,487.15,Enamine,12187,True
410,CC1=C(SC2=C1C=CC=C2)C1=CSC(N)=N1,444.15,Enamine,8939,True
411,O=C1NC(=O)C(=O)N1C1=CC2=C(OCO2)C=C1,469.15,Enamine,9392,True
412,CC(C)CN1C(S)=NCC1=O,290.15,Enamine,8052,True
414,COC1=C(OCC#N)C=CC(C=CC(O)=O)=C1,438.15,Enamine,1584,True
415,CC1(NC(=O)N(N)C1=O)C1=CC=CC=C1,443.15,Enamine,2099,False
417,CC(=O)C1=C(C)N(N=N1)C1=CC=CC=C1,373.15,Enamine,14078,True
418,NC1=NN=C(O1)C1=CC=CC=C1,517.15,Enamine,946,True
419,CNC(=O)C1=CC=C(CN)C=C1,364.15,Enamine,10902,True
424,ClC1=NC=CC(CN2CCNC(=O)C2)=C1,417.15,Enamine,4237,True
425,SC1=NN=C(N1)C1=CC=CS1,513.15,Enamine,1097,True
426,OC(=O)C1CCN(CC(F)(F)F)CC1,336.15,Enamine,11967,True
427,CN(C)C(=O)C1=CC=C(C=C1)S(N)(=O)=O,480.15,Enamine,7463,True
429,OC(=O)CCNC(=O)C1=CC=C(F)C=C1,407.15,Enamine,14458,True
430,CC(C)C(Br)C(=O)NC1=C(F)C=CC=C1,372.15,Enamine,10475,True
435,CN1N=CC2=C1N=CC(C(O)=O)=C2O,467.15,Enamine,6715,True
436,CC1=NN(C(Cl)=C1C(O)=O)C1=CC=C(F)C=C1,527.15,Enamine,2418,True
437,CC1=CC=C(C=C1)C1=CSC(CC(N)=S)=N1,391.15,Enamine,7592,True
438,CNC(=O)C1=CC=C(C=O)C=C1,426.15,Enamine,10629,True
440,OC(=O)CS(=O)(=O)C1=CC(Br)=CC=C1,413.15,Enamine,12139,True
443,O=C1NC(CC#N)=NC2=C1C(=CS2)C1=CC=CC=C1,553.15,Enamine,9349,False
447,NC(CC1=CC=C(Cl)C=C1)=NO,370.15,Enamine,18098,True
448,NCC1=CC=C(C=C1)N1CC=CC1,348.15,Enamine,20501,True
452,CN(C)C1=CC(OC2=C(N)C=C(C)C=C2)=CC=C1,338.15,Enamine,4418,False
453,CCCC1=NNC(=C1)C(O)=O,443.15,Enamine,10394,False
455,CCCCNC1=C(N)C=C(C=C1)S(=O)(=O)N1CCCC1,482.15,Enamine,4398,True
459,OC(=O)CN1C2=C(C=CC=C2)N=C1C1=C(Cl)C=CC=C1,550.15,Enamine,9440,True
462,COC(=O)C1=CNC(=O)C(N)=C1,483.15,Enamine,12459,True
463,BrC1=C(N=CC=N1)C#N,318.15,Enamine,4462,True
464,CS(=O)(=O)CC1(CBr)CCOCC1,371.15,Enamine,5659,True
470,NS(=O)(=O)C1=CC2=C(NCCC2)C=C1,435.15,Enamine,9730,True
472,CC(C)C1=CC=C(NC(=S)NN)C=C1,453.15,Enamine,1208,True
475,CC(C)N1CCC2=C(C1)SC(N)=C2C#N,441.15,Enamine,7787,True
478,OC(=O)C1(Br)CCCC1,340.15,Enamine,3344,True
485,CC(=O)C1=CNC2=C1C=CC(Br)=C2,513.15,Enamine,18058,False
488,NC1=CC(Cl)=C(OCC(F)(F)F)C(Cl)=C1,363.15,Enamine,6284,True
489,CCOCCN1C(=O)C(=O)C2=C1C=CC=C2,339.15,Enamine,466,True
493,CCCOC1=CC=C(CNC(=O)CCl)C=C1,383.15,Enamine,13413,True
494,COCCNC(N)=S,392.15,Enamine,1877,True
495,OC(=O)C1CN(C(=O)C1)C1=CC=C(Br)C=C1,447.15,Enamine,10397,True
496,CC1=C(C=C(N)C=C1)N1CCCS1(=O)=O,402.15,Enamine,20538,True
498,CN1C2=C3C=CC=CC3=CN2C2=C(C=CC=C2)C1=O,438.15,Enamine,10156,True
500,OC(=O)CC1=CC2=C(CCCC2)C=C1,352.15,Enamine,5754,True
506,BrC1=C(OC2=NN=CC=C2)C=CC=C1,383.15,Enamine,5093,True
508,OC(=O)C1(CCC1)C#N,338.15,Enamine,17969,True
509,CC(O)C1=CC2=C(O1)C=CC=C2,290.15,Enamine,7983,True
510,COC1=C(C)C(CN2C=CC(N)=N2)=NC=C1C,333.15,Enamine,15895,True
511,OC(=O)C1=CC(=CC=C1)S(=O)(=O)N(CC=C)C1=C(Cl)C=CC=C1,377.15,Enamine,261,True
512,NC(=O)C1CCC1,425.15,Enamine,21364,True
513,CC(=O)C1=CC=C(NS(=O)(=O)C2=CC=C(C)C=C2)C=C1,444.15,Enamine,452,True
514,CCN1CCN(CC1)S(=O)(=O)C1=CC(C(O)=O)=C(Cl)C=C1,463.15,Enamine,311,True
516,OC(=O)CC1=CC=C(OC2=CC(=NC=C2)C#N)C=C1,443.15,Enamine,5202,True
517,CCSC1=C(C=C(Cl)C=C1)C(O)=O,428.15,Enamine,3711,True
518,CCOC(=O)C1=C(NC(=O)CCl)SC(CC)=C1,348.15,Enamine,733,True
519,BrC1=C2ON=CC2=CC=C1,353.15,Enamine,21839,True
520,COC1=CC=C(C=C1)C(N)CC1=CC=C(F)C=C1,321.15,Enamine,15267,True
522,OC(=O)C1(CCCC1)C1=CC(=CC=C1)C(F)(F)F,385.15,Enamine,9663,True
527,O=C1NC=C(C=C1)C#N,527.15,Enamine,9869,True
528,ClS(=O)(=O)C1CCOCC1,308.15,Enamine,15526,True
532,FC1=NC=CC(=C1)C(=O)NC1CCC2=C1C=CC=C2,395.15,Enamine,3772,True
533,CSC1=NC(=CC(=N1)C1CC1)C(O)=O,409.15,Enamine,12551,True
534,OC(=O)C1=CC(NS(=O)(=O)C2=CC=C(F)C=C2)=C(Cl)C=C1,485.15,Enamine,1665,True
535,CCCC1=NOC2=C1C(=CC(=N2)C1=CN=CC=C1)C(O)=O,533.15,Enamine,15176,True
538,CC1=C(SC=N1)C(Cl)=O,336.15,Enamine,13279,True
540,CCOCCCNC(=O)CC#N,320.15,Enamine,510,True
541,CC(O)C1=C(Cl)N=C2C=CC=CN12,406.15,Enamine,19930,True
543,OC(=O)C=CC1=NC2=C(O1)C=CC=C2,497.15,Enamine,7299,True
544,CS(=O)(=O)C1=NC=C(N)C=C1,445.15,Enamine,12143,True
546,NC(=O)C1=CSC(=C1)C(=O)CCl,449.15,Enamine,14316,True
550,CC(=O)C1=C(C)N(N=N1)C1=CC=C(Cl)C=C1,387.15,Enamine,16087,True
552,N1C=NC(=N1)C1=NC=CC=C1,433.15,Enamine,5219,True
556,OC(=O)CNC(=O)C=CC1=CC=CC=C1,465.15,Enamine,4519,True
558,CCC[C@@H](NC(N)=O)C(O)=O,457.15,Enamine,3705,True
559,OC(=O)C1=C(Cl)C=C(F)C(=C1)S(Cl)(=O)=O,418.15,Enamine,676,True
560,CN(CC(=O)NC1=C(Cl)C=CC=C1Cl)C(=O)CCl,462.15,Enamine,4280,True
561,OC(=O)C1=CC=C(C=C1)N1CCC2=C(C1)C=CC=C2,483.15,Enamine,15736,False
565,CC(C)CC(=O)NC1=CC(C(O)=O)=C(Cl)C=C1,448.15,Enamine,20808,True
567,CC(C)(C)C1CCC2=C(C1)C=C(S2)C1=NN=C(CCl)O1,363.15,Enamine,6190,True
568,CCOC1=CC=C(C=C1)C(=O)C(C)Cl,336.15,Enamine,3248,True
569,O=C1NC2=C(C=CC=C2)C=C1C#N,601.15,Enamine,13540,True
570,COC1=CC(CC(NC(C)=O)C(O)=O)=CC=C1,422.15,Enamine,14157,True
571,CSC1=NC(N)=C(C=N1)C(N)=O,524.15,Enamine,17238,True
572,NC1=NC2=C(S1)C=C(OC1=CC=CC=C1)C=C2,433.15,Enamine,911,True
573,OC(=O)CCC1NC(=O)N(C1=O)C1=C(F)C=C(F)C=C1,457.15,Enamine,18399,True
574,NC(=S)NC1=CC(OC2=CC=CC=C2)=CC=C1,393.15,Enamine,21819,False
578,OC1=CC(=O)N(C(S)=N1)C1=CC=C(Cl)C=C1,462.15,Enamine,16206,True
579,CC(=O)C1=C(Cl)C=C(N)C=C1,332.15,Enamine,7866,True
580,OCCNC(=O)C1=CC(Br)=CN=C1,402.15,Enamine,20046,True
581,NC1=C(Cl)C=CC2=NSN=C12,363.15,Enamine,21291,True
583,OC(=O)C1=CC=C(NC(=O)C23CC4CC(CC(C4)C2)C3)C=C1,558.15,Enamine,5696,True
586,OC(=O)CCC1=NN=C(O1)C1=CC=CC=C1,418.15,Enamine,8515,True
587,COC1=C(O)C(Cl)=CC(=C1)C#N,415.15,Enamine,4700,True
590,CC1=NC(=CO1)C1=CC=C(C=C1)S(N)(=O)=O,519.15,Enamine,21999,True
591,OC(SCC(O)=O)C(=O)C1=CC=CC=C1,387.15,Enamine,8410,True
608,OC(=O)C1=C(NC(=O)C2=CC=C(Cl)C=C2)C=CC=C1,482.15,Enamine,5366,True
609,O=CC(C=O)=C1NC2=C(N1)C=CC=C2,303.15,Enamine,9998,True
613,OC(=O)C1CCN(CC1)S(=O)(=O)C1=CC=C(Br)S1,440.15,Enamine,2257,True
614,CC1=CC2=NC=NN2C(Cl)=C1,367.15,Enamine,9679,True
615,BrC1=CC2=C(NC(=O)CC2)C=C1,443.15,Enamine,19035,True
620,COC1=C(C=CC=C1)C(C)NC(=O)C(C)Cl,383.15,Enamine,10338,True
622,ClC1=CC2=C(SCCN2)C=C1,384.15,Enamine,10978,True
629,NC1=NC=C(C=C1)N1CCCC1=O,439.15,Enamine,5171,True
630,CC(C)(C)OC(=O)NC(CN)C1CC1,331.15,Enamine,13032,True
631,COC1=CC=C(C=C1)C1=NC(CO)=CS1,348.15,Enamine,21831,True
632,C1CNC(C1)C1=CC=CN1,349.15,Enamine,11475,False
633,OC(=O)CCCC1=NC(=NO1)C1=CC=CC=C1,379.15,Enamine,9517,True
636,OC(=O)C1=C2C(Br)=CC=CC2=NC(=C1)C1=CC=CC=C1,509.15,Enamine,14135,True
637,CC1=C(CNC2=CC3=C(NC(=O)N3)C=C2)C=CC=C1,478.15,Enamine,19907,False
