,smiles,mp,db,db_index,train/test
406,OC(=O)C=CC1=CC=C(Br)C=C1,535.15,Bradley,1166,True
439,OC(=O)CC1=CC(=CC=C1)C(F)(F)F,350.65,Bradley,1056,True
442,COC1=NC(OC)=NC(NS(=O)(=O)C2=CC=C(N)C=C2)=C1,477.15,Bradley,1400,True
456,CCN1C(=O)C2=CC=CC=C2C1=O,350.65,Bradley,2315,True
492,CC(C)C(=O)C1=CC=CC=C1,273.0,Bradley,2123,True
504,OC1=C2C=CC=CC2=C(C=C1[N+]([O-])=O)[N+]([O-])=O,405.15,Bradley,1271,True
505,CCN1C2=C(C=CC=C2)C2=C1C=CC=C2,341.65,Bradley,1223,True
537,CC1=CC=CC(=C1)C(N)=O,368.65,Bradley,1325,False
542,NC1=CC=C(O)C=C1,461.15,Bradley,1701,True
576,OC(=O)C1=CC=C(C=C)C=C1,416.15,Bradley,1686,True
595,COC1=CC=C(C=C1)N=C=S,291.65,Bradley,1114,True
635,CCOC(=O)C(C(=O)OCC)C(=O)OCC,301.65,Bradley,1133,True
649,C[Si](C1=CC=CC=C1)(C1=CC=CC=C1)C1=CC=CC=C1,341.35,Bradley,2194,True
730,CNC(=O)NC(C)=O,452.15,Bradley,2179,True
740,OC1=CN=CC=C1,400.15,Bradley,443,True
751,OP(O)(=O)C1=CC=CC=C1,436.15,Bradley,2518,True
785,CC(C)OC(C)C,186.75,Bradley,827,False
797,CC1=CC=CC(N)=C1,242.55,Bradley,1541,True
800,OC(=O)CCCCCC(O)=O,378.15,Bradley,1945,False
825,CCOC(=O)C(O)(C1=CC=C(Cl)C=C1)C1=CC=C(Cl)C=C1,309.65,Bradley,929,True
851,OC1=CC=CC=N1,380.15,Bradley,836,True
858,NC1=CC=CC(CO)=C1,367.15,Bradley,1897,True
903,[O-][N+](=O)N1CN(CN(C1)[N+]([O-])=O)[N+]([O-])=O,478.15,Bradley,455,True
911,OC(=O)C1=CC=C(C=C1)C(F)(F)F,493.15,Bradley,1586,True
917,CC1=CC=CC=C1CCl,273.15,Bradley,2643,True
929,CCOC(=O)C1=CC=C(C=C1)[N+]([O-])=O,330.65,Bradley,1239,True
932,S=C=S,161.15,Bradley,693,True
935,CC(C)(C)C1=CC=C(O)C(O)=C1,327.75,Bradley,813,True
977,OCC1=CN=CC=C1,266.4,Bradley,437,True
988,OCCN(CCO)CCO,293.15,Bradley,1354,True
1004,COC(=O)C1=CC=C(C=C1)C#N,337.65,Bradley,2859,True
1022,NC1=C(C=C(C=C1Br)[N+]([O-])=O)[N+]([O-])=O,426.15,Bradley,1608,True
1026,CCCCCCCCCCCCCCCCC(O)=O,333.75,Bradley,1536,True
1056,COC1=CC=CC(=C1)C(O)=O,378.15,Bradley,2703,True
1083,C1=CC2=C(N=C1)C1=C(C=CC=N1)C=C2,391.15,Bradley,1208,True
1087,FS(F)(=O)=O,137.15,Bradley,2,True
1106,COC1=CC=CC=C1,235.95,Bradley,753,True
1108,O=C1CCCC2=CC=CC=C12,280.65,Bradley,933,False
1112,OC(=O)C1=CC=C(O)C=C1,489.15,Bradley,2240,True
1131,ClC1=CC=C(C=C1)C#N,366.65,Bradley,2404,False
1149,C1CC2=CC=CC=C2O1,251.95,Bradley,664,True
1179,NC(=O)C(Br)(Br)C#N,397.15,Bradley,1026,True
1190,CC(=O)NC1=CC=CC(Cl)=C1,351.65,Bradley,2294,True
1194,CCCCCCCC(C)C,198.35,Bradley,351,True
1220,CCOC(N)=O,321.65,Bradley,1401,False
1231,NCC=C,185.05,Bradley,178,True
1292,SCCS,232.05,Bradley,180,True
1315,O=P(OC1=CC=CC=C1)(OC1=CC=CC=C1)OC1=CC=CC=C1,323.35,Bradley,704,True
1316,IC1=CC=CC(C=O)=C1,330.15,Bradley,1912,True
1324,[O-][N+](=O)C1=CC(Cl)=CC=C1,317.65,Bradley,2464,True
1339,CCCCC(CC)COC(=O)CCCCC(=O)OCC(CC)CCCC,205.75,Bradley,826,True
1341,O=C(C=C1CC2=CC=CC=C12)C1=CC=CC=C1,325.65,Bradley,2840,True
1372,NC1=CC=C(N)C(=C1)[N+]([O-])=O,412.15,Bradley,1657,True
1379,NC(=O)C1=CC=C(C=C1)[N+]([O-])=O,474.15,Bradley,2237,True
1414,CCCCS,157.15,Bradley,247,True
1415,OC1=CC=C(O)C=C1,446.15,Bradley,2771,True
1453,OC(=O)CCC1=CC=C(O)C=C1,403.15,Bradley,1748,True
1471,CCCCNCCCC,212.15,Bradley,2049,False
1528,CCCCOCCCC,176.65,Bradley,2453,True
1533,CCN1C(=O)C=CC1=O,317.95,Bradley,1670,False
1537,CCC(C)(C)CC(C)C,160.15,Bradley,359,True
1543,SC(C1=CC=CC=C1)(C1=CC=CC=C1)C1=CC=CC=C1,379.15,Bradley,1122,True
1565,OC(=O)C(=C)C(F)(F)F,323.95,Bradley,1654,True
1566,OCCOC1=CC=CC=C1,286.15,Bradley,2067,False
1579,NC1=CC=C2C=CC3=CC=CC4=CC=C1C2=C34,390.15,Bradley,2001,True
1593,BrC1=CC=CC=C1,242.35,Bradley,321,True
1595,CCCCCCCCCCCCCCCCCC(C)=O,329.15,Bradley,1875,True
1607,ClN=C1C=C(Cl)C(=O)C(Cl)=C1,339.65,Bradley,897,True
1635,[O-][N+](=O)C1=CC=CC=C1SSC1=CC=CC=C1[N+]([O-])=O,468.15,Bradley,2182,True
1658,O=C(CCC(=O)C1=CC=CC=C1)C1=CC=CC=C1,418.15,Bradley,1909,True
1662,[O-][N+](=O)C1=CC=C(O1)C=NN1CC(=O)NC1=O,539.15,Bradley,2863,True
1664,CCCCC(=O)C1=CC=CC=C1,263.95,Bradley,330,True
1665,OC(=O)CCCC(=O)C1=CC=CC=C1,400.15,Bradley,197,False
1703,O=CN1CCOCC1,294.65,Bradley,1016,True
1715,O=S1(=O)CC=CC1,337.95,Bradley,697,True
1739,COC(=O)CCC(O)=O,330.95,Bradley,616,True
1748,OC(=O)COC1=CC(Cl)=CC=C1,382.15,Bradley,1806,True
1778,[O-][N+](=O)C1=CC(Cl)=CC=C1Cl,328.65,Bradley,1383,True
1797,ClC1=CC(Cl)=C(Cl)C(Cl)=C1,326.35,Bradley,2568,True
1810,CC(=O)C1=CC2=C(O1)C=CC=C2,346.65,Bradley,2814,True
1818,CS(=O)(=O)C1=CC=CC=C1,359.65,Bradley,1007,True
1846,C[C@]12C[C@H](O)[C@H]3[C@@H](CCC4=CC(=O)C=C[C@]34C)[C@@H]1CC[C@]2(O)C(=O)CO,511.15,Bradley,2869,True
1863,BrC1=CC(Br)=C(Br)C=C1Br,453.15,Bradley,2719,True
1870,ClC(C1=CC=CC=C1)C1=CC=CC=C1,290.65,Bradley,2380,True
1874,OCCCCCO,256.15,Bradley,1932,True
1884,OC1=CC=C(C=C)C=C1,346.35,Bradley,573,True
1890,COC(=O)CS(=O)(=O)C1=CC=CC=C1,305.65,Bradley,2836,True
1915,CC1=C(C)C(C)=C(CCl)C(C)=C1C,355.65,Bradley,1059,True
1918,CCCCCCCCCCCCI,271.8,Bradley,2498,True
1933,C1CCC(CC1)C1=CC=CC=C1,279.3,Bradley,2124,True
1947,SC1=CC=CC=N1,401.15,Bradley,2018,True
1956,CCCCCCC=C,171.15,Bradley,389,True
1970,N#CCCC#N,328.15,Bradley,2033,True
1974,CCCCCCCCCCC1=CC=CC=C1,258.95,Bradley,334,True
1992,CCC1CCCCC1,162.15,Bradley,213,True
2019,NC1=NC=CC=N1,399.15,Bradley,2147,True
2032,FC1=CC=CC=C1I,231.35,Bradley,674,True
2034,C[C@]12CC(=O)[C@H]3[C@@H](CCC4=CC(=O)C=C[C@]34C)[C@@H]1CC[C@]2(O)C(=O)CO,509.15,Bradley,2443,True
2037,[O-][N+](=O)C1=CC(CBr)=CC=C1,331.75,Bradley,1538,True
2052,C1=CC=C(C=C1)C1=CC=CC=C1,343.15,Bradley,2099,True
2069,ClC1=C(Cl)C(Cl)=C(Cl)C2=C1C(=O)OC2=O,528.15,Bradley,1677,True
2078,Cl[SiH](Cl)Cl,146.15,Bradley,556,True
2079,CCOC(C)=O,189.35,Bradley,379,True
2088,O=C1CC(=O)NC(=S)N1,507.15,Bradley,1169,True
2091,ClCC=C,139.15,Bradley,1455,True
2092,COC1=CC(=CC(O)=C1OC)C(O)=O,469.15,Bradley,1110,True
2102,CN(C)C1=CC=C(CC2=CC=C(C=C2)N(C)C)C=C1,362.35,Bradley,2760,True
2104,CCCCCCCCC(C)O,269.65,Bradley,2305,True
2110,C(N1C=CN=C1)C1=CC=CC=C1,343.15,Bradley,1893,True
2120,CCCCCCCCCCCCCCBr,278.45,Bradley,786,True
2140,ClC1=CC=CC(Cl)=C1Cl,326.95,Bradley,2128,True
2151,C1=CC=C2C=NN=CC2=C1,363.95,Bradley,461,True
2162,OC1=CC=CC=C1C(=O)C1=CC=CC=C1,312.65,Bradley,909,True
2167,NC1=CC=C(Cl)C=C1,344.35,Bradley,2239,True
2193,N1C=CN=C1C1=CC=CC=C1,422.15,Bradley,1543,True
2228,NC(=O)C1=CC=C(Br)C=C1,465.15,Bradley,1329,True
2237,CC(=O)N1CCOCC1,285.35,Bradley,2752,True
2238,CCC(=O)C1=CC=C(Br)C=C1,320.15,Bradley,1857,True
2246,CN(C)C(=O)C(C1=CC=CC=C1)C1=CC=CC=C1,407.15,Bradley,1603,True
2250,COC1=CC=C(C=O)C(C(O)=O)=C1OC,421.15,Bradley,2323,True
2282,IC1=CC=C(I)C=C1,404.15,Bradley,1685,True
2288,ClC1=CC=CC=C1Br,260.45,Bradley,805,True
2371,CCCOC(=O)CC,197.15,Bradley,11,False
2382,CCC1CCC2C3CCC4CCCCC4(C)C3CCC12C,357.15,Bradley,965,True
2408,OCC(O)CO,291.15,Bradley,316,True
2416,O=C(C1=CC=CS1)C1=CC=CS1,362.65,Bradley,1081,True
2433,CNC1=NC2=CC=C(Cl)C=C2C(C2=CC=CC=C2)=[N+]([O-])C1,509.15,Bradley,97,True
2443,C=CS(=O)(=O)C1=CC=CC=C1,341.65,Bradley,1129,True
2444,CN1C(C)=NC=C1[N+]([O-])=O,411.15,Bradley,2442,True
2480,CC1=CC=CC=C1C1=CC=CC=C1,273.05,Bradley,126,True
2484,COC1=CC=CC(O)=C1O,315.55,Bradley,831,True
2485,CC1=CC=CC=C1S(N)(=O)=O,429.15,Bradley,278,True
2501,OC(=O)C1=C(Cl)C=C(Cl)C=C1Cl,435.15,Bradley,874,True
2514,COC1=CC=C(OC)C(=C1)C(C)=O,292.65,Bradley,1098,True
2541,OCC(O)=O,351.65,Bradley,2372,True
2547,CCCCC(=O)OCC,182.05,Bradley,143,True
2564,BrCC(Br)CBr,289.65,Bradley,1231,True
2587,CCCCCCCCC#CCCCCCCCC(O)=O,319.65,Bradley,2322,False
2591,OC(=O)C1=CC(=C(C=C1)[N+]([O-])=O)[N+]([O-])=O,439.15,Bradley,932,True
2593,ClC1=NC=CC=N1,339.65,Bradley,1106,True
2594,CC(C)C1=CC=C2C=CC=CC2=C1,287.35,Bradley,536,True
2595,CCOC(=O)C=CC(=O)OCC,263.25,Bradley,2112,True
2607,CC=O,147.15,Bradley,2779,True
2615,OC1=CC=CC=CC1=O,325.05,Bradley,2114,True
2628,CCC(C)(CC)CC,182.15,Bradley,24,True
2629,CCCCCCCCC(O)=O,284.35,Bradley,2125,True
2631,CCNC1=CC=CC=C1,209.65,Bradley,1427,True
2702,BrC1=CC(CC#N)=CC=C1,300.65,Bradley,1035,True
2718,SCC1=CC=CC=C1,243.65,Bradley,1492,True
2728,CP(Cl)(Cl)=O,308.65,Bradley,967,True
2760,CCCCCCCCCCCCCC(=O)CCCCCCCCCCCCC,350.95,Bradley,482,True
2766,C1=CC=C(C=C1)C1=C2C=CC=CC2=C(C2=CC=CC=C2)C2=CC=CC=C12,521.15,Bradley,2856,True
2774,CC1=CC=CC(O)=C1O,339.65,Bradley,2262,True
2783,CCC1=CN=C(C)C=C1,202.15,Bradley,54,False
2823,BrCC1=CC2=CC=CC=C2C=C1,327.65,Bradley,2328,True
2826,OC(=O)C1=CC(=CC=C1)C(O)=O,617.15,Bradley,2796,True
2832,SCC1=CC=C(Cl)C=C1,292.65,Bradley,1340,False
2836,CC1=CC=C(Cl)C(Cl)=C1,258.05,Bradley,119,True
2851,OCC1=C(Cl)C=C(Cl)C=C1,332.35,Bradley,533,True
2853,NC1=CC2=C(C=C1)N=CC=C2,389.15,Bradley,2293,True
2855,CCCCCCCCCCCCCCCCCCC(O)=O,342.35,Bradley,348,True
2859,CCCC(C)(C)O,171.15,Bradley,1268,True
2862,NC(=O)C(Cl)Cl,372.35,Bradley,349,True
2880,O[Si](C1=CC=CC=C1)(C1=CC=CC=C1)C1=CC=CC=C1,426.15,Bradley,2256,True
2891,ClC(Cl)(Cl)C1=CC=CC=C1,267.15,Bradley,2713,True
2898,CC#CC,241.05,Bradley,237,True
2929,CCC=O,192.65,Bradley,1391,True
2936,OC1=CC2=C(NC=C2)C=C1,381.15,Bradley,1609,True
2950,CC(C)=CC(O)=O,341.35,Bradley,2210,True
2956,CCCCC[C@H](O)C=C[C@H]1[C@H](O)CC(=O)[C@@H]1CCCCCCC(O)=O,389.15,Bradley,647,True
2989,NC1=NC2=CC=CC=C2S1,403.15,Bradley,2606,True
2999,C(OC1=CC=CC=C1)C1=CC=CC=C1,312.65,Bradley,1091,True
3003,NC1=CC=CC(O)=C1,397.15,Bradley,2054,True
3033,N1C=NC2=CC=CC=C12,443.15,Bradley,1704,True
3137,C(C1=CC=CC=C1)C1=CC=NC=C1,284.35,Bradley,2130,True
3146,O=C1C(=O)C2=CC=CC=C2C2=CC=CC=C12,481.15,Bradley,2697,True
3160,[O-][N+](=O)C1=CC=C(Br)C=C1,399.15,Bradley,1388,True
3188,CC(=C)C#N,237.25,Bradley,160,True
3190,CCCCCCCCCCCl,242.05,Bradley,263,True
3196,CN1N=NN=C1S,397.15,Bradley,2839,True
3197,CC(C)NC1=CC=C(NC2=CC=CC=C2)C=C1,348.65,Bradley,2280,True
3210,ClC1=CC(=O)C(Cl)=CC1=O,434.15,Bradley,1595,True
3245,COC1=CC=CC=C1Br,275.65,Bradley,1369,False
3276,COC(=O)C1=CC=C(C)C=C1,308.25,Bradley,2584,True
3286,CCCCC=O,181.65,Bradley,1471,True
3291,CC(C)C1=CC(=C(C)C(Br)=C1O)C1(OS(=O)(=O)C2=CC=CC=C12)C1=CC(C(C)C)=C(O)C(Br)=C1C,473.15,Bradley,1220,True
3296,O1C2=CC=CC=C2OC2=CC=CC=C12,395.15,Bradley,462,True
3326,CC1=CNC=N1,326.65,Bradley,2808,True
3335,CC(Br)CBr,217.95,Bradley,395,True
3336,CC1=CC=C(O)C(C)=C1,297.65,Bradley,2866,True
3378,CC1=CC=C(C=C1)C#N,301.95,Bradley,1716,True
3385,OCCCCCCCO,293.35,Bradley,2750,True
3431,OC(=O)C1=CC(=CC=C1O)C1=CC=C(F)C=C1F,486.15,Bradley,2877,True
3456,O=C1CC2=CC=CC=C2C(=O)O1,415.15,Bradley,969,True
3477,CCCC(C)C,119.15,Bradley,289,True
3483,CC1=CC=CC=C1CBr,293.15,Bradley,1772,True
3530,CC(C)C1=CC(C(C)C)=C(C=C1C(C)C)C(C)C,392.15,Bradley,782,True
3553,OC1=CC=C(NC2=CC=CC=C2)C=C1,344.15,Bradley,2644,True
3618,CCC1=C(C)C=CC=C1C,257.05,Bradley,105,True
3622,COC1=CC(N)=CC=C1,272.65,Bradley,1363,False
3627,C[C@@H]1CC(=O)C=C2CC[C@H](C[C@@]12C)C(C)=C,309.55,Bradley,846,True
3631,C=CC=C,162.15,Bradley,2731,True
3633,CCCCCCCCCCC1CCCCC1,271.3,Bradley,258,True
3636,CC(=O)OC1=CC=CC=C1[N+]([O-])=O,313.35,Bradley,497,True
3665,CC1=CC=CC(I)=C1,246.05,Bradley,103,True
3678,C1CC[C@H]2CCCC[C@H]2C1,230.15,Bradley,83,False
3684,CCN(CC)C1=CC=CC=C1,234.75,Bradley,839,False
3692,BrC1=CC=CC=C1C1=CC=CC=C1Br,353.65,Bradley,1139,True
3755,CCCC,135.15,Bradley,1508,True
3760,FC(Cl)(Cl)Cl,162.15,Bradley,778,True
3768,COC(=O)C(C)C,188.35,Bradley,203,True
3774,OCCSSCCO,298.65,Bradley,1300,True
3802,NCCCCCO,309.95,Bradley,2547,True
3820,NC1=CC=CC=C1I,329.65,Bradley,2400,False
3828,OC(=O)C1=CC2=CC=CC=C2C=C1,458.15,Bradley,1572,True
3834,OC(=O)CCC1=CNC2=CC=CC=C12,407.15,Bradley,411,True
3856,CCCCCCC(C)=C,195.25,Bradley,164,False
3866,OC(=O)C1=C(F)C=C(F)C=C1,461.15,Bradley,1105,True
3948,OCC(Br)(Br)Br,353.15,Bradley,1764,True
3956,ClC1=CC=C(C=C1)S(=O)(=O)C1=CC=CC=C1,366.15,Bradley,1766,True
3962,OC(COC1=CC=CC=C1)COC1=CC=CC=C1,354.95,Bradley,503,True
3971,CON(C)C(=O)NC1=CC=C(Cl)C(Cl)=C1,366.35,Bradley,466,True
3972,CC1=CC=C(C(O)=C1)[N+]([O-])=O,327.15,Bradley,1822,True
3973,CC(=O)NC1=CC=C2C(CC3=CC=CC=C23)=C1,467.15,Bradley,877,True
3999,N1C=CC2=CC=CC=C12,325.15,Bradley,682,True
4009,COC1=CC(=CC=C1O)C(O)=O,486.15,Bradley,2206,True
4020,CO,175.35,Bradley,394,False
4022,Cl[C@H]1[C@H](Cl)[C@@H](Cl)[C@H](Cl)[C@H](Cl)[C@H]1Cl,432.15,Bradley,738,True
4025,CN(C)C1=CC=C(C=C1)N=NC1=CC=CC=C1C(O)=O,455.15,Bradley,2207,True
4028,C(SC1=CC=CC=C1)C1=CC=CC=C1,315.35,Bradley,2164,True
4034,N#CC=CC#N,370.05,Bradley,177,False
4043,OC(=O)CC1=C(Cl)C(Cl)=CC=C1Cl,431.15,Bradley,2792,True
4056,COC(=O)C1=CC=C(I)C=C1,388.15,Bradley,176,False
4061,CC(=O)NC1=CC=CC=C1Cl,361.15,Bradley,1801,False
4062,NC1=CC(N)=CC=C1,337.15,Bradley,2024,True
4079,ClC(=O)C1=CC(=CC(=C1)C(Cl)=O)C(Cl)=O,309.25,Bradley,224,True
4114,CC(C)(C)C(O)=O,307.65,Bradley,2376,True
4157,CNC1=CC=C(C=C1)[N+]([O-])=O,425.15,Bradley,1240,True
4173,CC(=O)C1=CC=C(C)S1,299.95,Bradley,1647,False
4184,CC(C)C(=O)OC(=O)C(C)C,218.35,Bradley,2141,True
4197,CC(C)C(Br)C(O)=O,314.65,Bradley,2802,True
4211,COC(=O)C1=CC=CC=C1O,265.15,Bradley,2068,True
4218,CCOCCOCCOCC,228.65,Bradley,1376,True
4221,COC(=O)C1=CC=C(O)C=C1O,392.15,Bradley,1610,True
4255,BrCCCOC1=CC=CC=C1,283.45,Bradley,808,True
4258,CC(C)C1=CC(=CC(=C1)C(C)C)C(C)C,265.95,Bradley,328,True
4284,CCBr,154.15,Bradley,381,True
4300,COC1=CC=CC=C1C1=CC=CC=C1OC,428.15,Bradley,2015,True
4381,OC(C(=O)C1=CC=CC=C1)C1=CC=CC=C1,409.15,Bradley,2478,True
4443,NC1=CC=C(F)C=C1F,265.4,Bradley,708,True
4453,C1C2=CC=CC=C2C2=CC3=CC=CC=C3C=C12,483.15,Bradley,2702,True
4550,OC(=O)C1=CC2=C(OCO2)C=C1,504.15,Bradley,2601,False
4556,CCNC1=NC(NCC)=NC(Cl)=N1,500.15,Bradley,1760,False
4597,ON=C(C(O)C1=CC=CC=C1)C1=CC=CC=C1,425.15,Bradley,2363,True
4606,CC(=O)NC1=CC=C(Cl)C=C1,451.15,Bradley,1260,True
4642,CC(C)(C)C1=CC=C(Br)C=C1,290.65,Bradley,2438,True
4643,CNC1=CC=CC=C1[N+]([O-])=O,309.65,Bradley,2324,True
4667,OC(=O)C1=CC=C(O1)[N+]([O-])=O,459.15,Bradley,2408,True
4683,NC1=C(Br)C=C(Br)C=C1Br,394.15,Bradley,2031,True
4695,O=C1CCCC1,221.65,Bradley,847,True
4710,CCCCCC(C)CC,165.15,Bradley,355,True
4743,CC(CC(O)=O)CC(O)=O,359.65,Bradley,959,True
4755,ClS(=O)(=O)C1=CC2=CC=CC=C2C=C1,351.65,Bradley,2793,True
4771,ClC1=NN=C(Cl)C=C1,340.95,Bradley,587,True
4797,O=C1NC=NC2=CC=CC=C12,491.15,Bradley,575,True
4802,COC1=CC=C(N)C(=C1)[N+]([O-])=O,399.15,Bradley,2319,True
4854,CCCC=CC,132.15,Bradley,40,True
4868,CC1=CC(=CC(C)=C1)[N+]([O-])=O,346.15,Bradley,2655,True
4909,COC(=O)C(Cl)(Cl)Cl,255.35,Bradley,495,True
4919,O=C1C2=CC=CC=C2CC2=CC=CC=C12,429.15,Bradley,1962,True
4920,CC(C)C=C,105.15,Bradley,485,False
4942,CCCCCCCCCCCCCCCCBr,290.65,Bradley,906,True
4976,[O-][N+](=O)C1=CC=CO1,303.65,Bradley,948,True
4977,O=C(OC(=O)C1=CC=CC=C1)C1=CC=CC=C1,315.35,Bradley,433,True
4984,CCC(C)C(C)=C,139.15,Bradley,281,True
5018,CCCCC(C)CCCC,185.35,Bradley,219,True
5020,CCCCCCCCCCCCCCCO,318.95,Bradley,717,True
5034,OC(=O)CSCC1=CC=CC=C1,334.65,Bradley,1051,True
5039,CC1(C)N(CO)C(=O)NC1=O,375.15,Bradley,2822,True
5046,NC(=O)NCC1=CC=CC=C1,421.15,Bradley,934,True
5072,COC1=CC=CC(=C1)[N+]([O-])=O,311.35,Bradley,677,True
5080,OC(=O)C1=C(O)C(O)=CC=C1,478.15,Bradley,1942,True
5098,OC(=O)C1=CC(OC2=CC=CC=C2)=CC=C1,422.15,Bradley,1615,True
5103,OC1=CC=CC=C1[N+]([O-])=O,318.15,Bradley,2100,True
5117,CC1=CC=NC=C1,276.48,Bradley,803,True
5149,OCC1=CC=CC=C1,258.05,Bradley,121,True
5150,CC(C)=CC(C)(C)C,167.15,Bradley,233,True
5153,COC1=CC=C(C=C1O)[C@@H]1CC(=O)C2=C(O)C=C(O)C=C2O1,502.15,Bradley,2221,False
5160,CCC1=CC=NC=C1,182.35,Bradley,666,True
5164,OCC(F)(F)F,229.35,Bradley,743,True
5198,OCCNCCO,301.65,Bradley,1353,True
5213,ClCC1=CC=C(Cl)C=C1,302.65,Bradley,2389,True
5227,COCC(O)=O,281.0,Bradley,255,True
5245,CC(=O)C1=CC=CC(=C1)C#N,371.65,Bradley,1339,True
5248,FC(F)(F)C1=CN=C(Cl)C=C1,305.15,Bradley,1903,True
5250,CCOC(=O)C1=CC=C(OC)C(OC)=C1,316.95,Bradley,678,True
5261,COC1=CC=CC(C#N)=C1OC,318.35,Bradley,1617,True
5281,C1C2=CC=CC=C2C2=CC=CC=C12,387.15,Bradley,2778,True
5299,OC(C1=CC=CC=C1)(C1=CC=CC=C1)C1=CC=CC=C1,437.15,Bradley,1512,True
5304,OC[C@@H](O)[C@H](O)[C@H](O)[C@@H](O)C=O,439.15,Bradley,1174,True
5327,CNC(=O)OC1=CC=CC2=C1OC(C)(C)C2,424.15,Bradley,404,True
5335,CCCCCCCCCCCCCO,306.35,Bradley,1576,True
5351,NC1=CC=C(C=C1)C(O)=O,461.15,Bradley,1513,True
5400,OCC1=CC=CC=C1O,359.15,Bradley,1953,True
5405,CCCCNC(N)=O,369.15,Bradley,1807,True
5429,C1=CC2=CC3=C(C=C2C=C1)C1=C2C3=CC=CC2=CC=C1,489.15,Bradley,913,True
5450,NC1=CC=C(Cl)C=C1C(=O)C1=CC=CC=C1,370.65,Bradley,2409,True
5452,OC1(CCCCC1)C#C,305.35,Bradley,1673,True
5463,CCCC=O,175.65,Bradley,2440,True
5466,CC1=CC=C(C(O)=O)C(O)=C1,451.15,Bradley,876,True
5468,[O-][N+]#N,182.35,Bradley,1,True
5470,OC1(CCCC1)C#C,299.15,Bradley,1901,True
5500,N(C(NC1=CC=CC=C1)=NC1=CC=CC=C1)C1=CC=CC=C1,418.15,Bradley,2143,True
5510,C1COC2=CC=CC=C2OCCOCCOC2=CC=CC=C2OCCO1,435.15,Bradley,1029,True
5534,C1COCOC1,229.65,Bradley,2289,True
5573,OCC(Br)(CO)[N+]([O-])=O,402.15,Bradley,2742,True
5590,OC1=CC=C(C=O)C(O)=C1,409.15,Bradley,1468,True
5599,COC1=CC=C(OC)C(N)=C1,354.35,Bradley,2195,True
5660,[O-][N+](=O)C1=CC(=CC=C1)[N+]([O-])=O,362.65,Bradley,1423,True
5671,OC1(CCCCC1)C1=CC=CC=C1,334.95,Bradley,2519,True
5675,O=C1C=CC(=O)C=C1,388.15,Bradley,1735,True
5694,CCOCC,157.15,Bradley,245,True
5709,CC(C)C(O)C(C)(C)CO,324.95,Bradley,460,False
5721,CCCCCO,194.65,Bradley,1404,True
5745,OCC=CC1=CC=CC=C1,305.15,Bradley,2714,True
5755,CCCC(N)C(O)=O,578.15,Bradley,2594,True
